Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,Postal_Code,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,"7116 - Burlington, WA (9596 Old Hwy 99 N)",9596 Old Hwy 99 N,,Burlington,WA,98233,,866-816-7584,E,,Public,,,,,,,,4,,BP_PULSE,https://www.bp.com/en_us/united-states/home/what-we-do/customers-and-products/bp-pulse/bp-pulse-products.html,GPS,48.505812,-122.337144,4/9/2024,259710,2024-04-09 12:16:50 UTC,,,,4/21/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,"7060 - Burlington, WA (1790 South Burlington Blvd)",1790 South Burlington Blvd,,Burlington,WA,98233,,866-816-7584,E,,Public,,,,,,,,2,,BP_PULSE,https://www.bp.com/en_us/united-states/home/what-we-do/customers-and-products/bp-pulse/bp-pulse-products.html,GPS,48.452333,-122.334997,4/9/2024,261087,2024-04-09 12:16:49 UTC,,,,5/19/2023,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Burlington Crossings - Tesla Supercharger,1829 Marketplace Dr,,Burlington,WA,98233,,877-798-3752,E,,Public,24 hours daily,,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,48.451297,-122.339812,7/1/2023,302535,2023-07-14 19:41:28 UTC,P,,,,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DC BURLINGTON DC2,1920 Marketplace Dr,,Burlington,WA,98233,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.450232,-122.337084,4/9/2024,306522,2024-04-09 06:12:40 UTC,,,,8/8/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DC BURLINGTON DC1,1920 Marketplace Dr,,Burlington,WA,98233,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.450226,-122.337127,4/9/2024,306523,2024-04-09 06:12:41 UTC,,,,8/8/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,FOOTHILLS TOY CT4K,1881 Bouslog Rd,,Burlington,WA,98233,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.449451,-122.346313,4/9/2024,311588,2024-04-09 06:18:55 UTC,,,,9/26/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Town of Concrete - Park and Ride,7503 N Superior,State Route 20/N Superior Ave,Concrete,WA,98237,,360-853-8401,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,48.537035,-121.758653,8/10/2023,78783,2024-01-31 22:07:01 UTC,LG,,,11/1/2016,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,COUPEVILLE COUPEVILLE #1,802 NW Alexander St,,Coupeville,WA,98239,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.219574,-122.689582,4/9/2024,222076,2024-04-09 05:26:03 UTC,,,,6/28/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,COUPEVILLE COUPEVILLE #2,788 NW Alexander St,,Coupeville,WA,98239,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.219576,-122.689657,4/9/2024,224702,2024-04-09 05:26:03 UTC,,,,8/2/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,I-5 Custer SB Rest Area,3063 Creasy Rd,,Custer,WA,98240,,888-833-2148,E,,Public,24 hours daily,,,,,,2,,,EVCS,https://evcs.com,200-8,48.92653,-122.64552,5/30/2023,65868,2024-01-31 22:07:01 UTC,,,,5/31/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $4 per session or $19.99 for monthly plan,,,,,,,,,,,,,,,,,,,FALSE
ELEC,OLD SCHOOL PARK DARRINGTON 1GW,Mountain Loop Hwy & Alvord St,,Darrington,WA,98241,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.251621,-121.601383,4/9/2024,227548,2024-04-09 05:34:23 UTC,,,,9/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Odd Fellows Hall,112 Haven Rd,,Eastsound,WA,98245,,360-376-5640,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,48.692979,-122.904798,9/14/2022,93846,2023-02-14 15:54:11 UTC,P,,,1/1/2017,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Orcas Island Airport,107 Schoen Ln,,Eastsound,WA,98245,,360-376-5285,E,,Public,24 hours daily; 4 hour parking limit,,,,,,1,,,Non-Networked,,GPS,48.70455278,-122.9091449,9/14/2023,306403,2024-01-31 22:07:01 UTC,,,,4/1/2022,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Orcas Island Market,469 Market St,,Eastsound,WA,98245,,360-376-6000,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,48.69529,-122.90453,9/14/2023,306404,2024-01-31 22:07:01 UTC,,,,8/4/2023,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Orcas Island Community Foundation,18 Urner St,,Eastsound,WA,98245,,360-376-6423,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,48.69418,-122.90417,9/14/2023,306405,2024-01-31 22:07:01 UTC,,,,7/1/2022,,,,,J1772,US,,,,Public,,public,,,OTHER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,TRUE
ELEC,TAO FAWU FARM STATION 1,3825 Cabrant Rd,,Everson,WA,98247,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.89416,-122.281001,4/9/2024,235795,2024-04-09 03:12:59 UTC,,,,11/8/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Haven Design Workshop,5828 2nd Ave,,Ferndale,WA,98248,,,E,,Private,,,,,,,1,,,EV Connect,http://evconnect.com/,GPS,48.8529235,-122.5895254,4/8/2020,123158,2021-03-11 23:22:17 UTC,P,,,4/1/2019,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
ELEC,Island Athletic Club - Tesla Destination,5511 S Freeland Ave,,Freeland,WA,98249,,360-331-2582  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.010539,-122.534798,10/6/2022,116091,2023-01-18 15:15:20 UTC,P,,,11/8/2016,,,,,TESLA,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,San Juan Islands Conservation District,530 Guard St,,Friday Harbor,WA,98250,,360-378-6621,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,48.536489,-123.021351,1/10/2022,93840,2022-02-10 19:42:29 UTC,LG,,,1/1/2015,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,TRUE
ELEC,Avalon Business Park,322 Daniel Ln,,Friday Harbor,WA,98250,,360-378-2288,E,,Public,8am-5pm daily,,,,,,1,,,Non-Networked,,GPS,48.514655,-123.028884,9/14/2023,93841,2024-01-31 22:07:01 UTC,P,,,1/1/2017,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Earthbox Inn and Spa,410 Spring St,,Friday Harbor,WA,98250,,360-378-4000,E,,Public - Call ahead,24 hours daily; guests only,A Cash Checks Debit M,,,,,2,,,Non-Networked,,GPS,48.532963,-123.019311,6/12/2023,93842,2024-01-31 22:07:01 UTC,P,,,1/1/2016,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE
ELEC,Friday Harbor Grand Bed and Breakfast,345 Blair Ave,,Friday Harbor,WA,98250,,360-378-0442,E,,Public - Call ahead,24 hours daily; guest use only,,,,,,1,,,Non-Networked,,GPS,48.532844,-123.021001,1/10/2023,93843,2023-02-14 15:54:11 UTC,P,,,1/1/2017,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE
ELEC,Roche Harbor Marina,160 Ruben Memorial Dr,,Roche Harbor,WA,98250,,800-586-3590,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,48.607282,-123.153777,6/12/2023,170580,2024-01-31 22:07:01 UTC,P,,,12/21/2020,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Snug Harbor Resort,1997 Mitchell Bay Rd,,Friday Harbor,WA,98250,,360-378-4762,E,,Public,24 hours daily; guest use only; see front desk for access,,,,,,1,,,Non-Networked,,GPS,48.569915,-123.168265,6/12/2023,170581,2024-01-31 22:07:01 UTC,P,,,12/21/2020,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,,FALSE
ELEC,Friday Harbor Airport,800 Franklin Rd,,Friday Harbor,WA,98250,,360-378-4724,E,,Public,24 hours daily; drivers must pay at the kiosk inside,,,,,,2,,,Non-Networked,,GPS,48.524715,-123.026405,6/12/2023,170582,2024-01-31 22:07:01 UTC,P,,,12/21/2020,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free; paid lot,,,,,,,,,,TRUE,,,,,,,,,FALSE
ELEC,Port of Friday Harbor,200 Front St,,Friday Harbor,WA,98250,,360-378-2688,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,,,,Non-Networked,,200-8,48.53532,-123.01408,9/14/2023,306400,2024-01-31 22:07:01 UTC,P,,,8/1/2022,,,,,NEMA1450,US,,,,Public,,public,,,OTHER,,,,,,,Free; parking fee,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Key Bank,95 2nd St,,Friday Harbor,WA,98250,,360-378-2111,E,,Public,Call store for business hours,,,,,,2,,,Non-Networked,,GPS,48.53475595,-123.0185331,9/14/2023,306401,2024-01-31 22:07:01 UTC,T,,,11/1/2021,,,,,J1772,US,,,,Public,,public,,,BANK,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Roche Harbor Resort LLC,248 Reuben Memorial Drive,,Roche Harbor,WA,98250,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,48.60856686,-123.1528817,4/9/2024,310074,2024-04-09 01:42:32 UTC,,,,8/17/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Skagit Valley College - San Juan Center,221 Weber Way,,Friday Harbor,WA,98250,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,48.5226635,-123.0279536,4/9/2024,330379,2024-04-09 01:36:25 UTC,,,,3/13/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Granite Falls Police Station,205 S Granite Ave,,Granite Falls,WA,98252,,360-691-6611,E,,Public - Card key at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,48.08169718,-121.9688171,12/13/2022,236253,2023-02-14 15:54:11 UTC,P,,,11/15/2022,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Granite Falls City Hall,215 S Granite Ave,,Granite Falls,WA,98252,,360-691-6734,E,,Public,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,48.08125997,-121.9686877,12/13/2022,236254,2023-02-14 15:54:11 UTC,P,,,11/15/2022,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Greenbank Farm,765 Wonn Rd,,Greenbank,WA,98253,,360-222-3797,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,48.106661,-122.574574,12/13/2023,320156,2024-01-31 22:07:01 UTC,P,,,11/16/2023,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,WASHINGTON ST LACONNER #1,100 Washington Ave,,La Conner,WA,98257,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.391109,-122.496837,4/9/2024,76993,2024-04-09 02:33:07 UTC,,,,7/16/2016,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,LAC SWIN LIBRAR LACSWIN LIBRARY,520 Morris St,,La Conner,WA,98257,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.391957,-122.490724,4/9/2024,221895,2024-04-09 05:14:59 UTC,,,,6/23/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,"Target T1331 - Lake Stevens, WA",9601 Market Place,,Lake Stevens,WA,98258,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.99823,-122.10064,4/9/2024,145684,2024-04-09 08:07:23 UTC,,,,10/1/2019,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,NORTH COVE PARK STATION 1,1812 Main St,,Lake Stevens,WA,98258,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.014624,-122.065442,4/9/2024,191499,2024-04-09 04:45:48 UTC,,,,6/25/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Saratoga Inn - Tesla Destination,201 Cascade Ave,,Langley,WA,98260,,360-221-5801  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.0396068,-122.4061314,10/6/2022,116097,2023-01-18 15:15:20 UTC,P,,,12/16/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,The Inn at Langley - Tesla Destination,400 1st St.,,Langley,WA,98260,,360-221-3033  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.041105,-122.410772,10/6/2022,116098,2023-01-18 15:15:20 UTC,P,,,8/9/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Langley Park,305 Second Street,,Langley,WA,98260,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,48.039928,-122.409736,4/9/2024,212585,2024-04-09 01:16:43 UTC,,,,3/23/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Lopez Island Library,2225 Fisherman Bay Rd,,Lopez,WA,98261,,360-468-2265,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,GPS,48.521863,-122.909571,8/10/2023,93849,2024-01-31 22:07:01 UTC,P,,,1/1/2016,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,LIBRARY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Lopez Community Land Trust,25 Tuatara Rd,,Lopez,WA,98261,,360-468-3723,E,,Public - Call ahead,"8am-5pm daily; primarily for employee use, call ahead",,,,,,1,,,Non-Networked,,GPS,48.530774,-122.914874,8/10/2023,93850,2024-01-31 22:07:01 UTC,P,,,1/1/2016,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARKING_LOT,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,TRUE
ELEC,Southend General Store and Restaurant,3024 Mud Bay Rd,,Lopez Island,WA,98261,,360-468-2315,E,,Public,Store business hours,,,,,,1,,,Non-Networked,,200-8,48.44512,-122.86036,9/14/2023,306402,2024-01-31 22:07:01 UTC,,,,11/1/2017,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Lopez Village Market,162 Weeks Rd,,Lopez Island,WA,98261,,360-468-2266,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,48.52618264,-122.9126654,9/14/2023,306406,2024-01-31 22:07:01 UTC,,,,11/1/2017,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Porch Swing Properties,610 Front St,,Lynden,WA,98264,,833-692-6787,E,,Public,24 hours daily,,,,,,1,,,AMPUP,https://ampup.io/,200-9,48.942575,-122.455243,10/11/2022,189263,2023-02-14 15:54:11 UTC,P,,,4/6/2021,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,NONE,FALSE,,,,,,,,LD,FALSE
ELEC,NPS PWR NOCA-Marblemount Ranger Station,7280 Ranger Station Rd,,Marblemount,WA,98267,,,E,,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,48.53841,-121.448148,1/10/2024,197031,2024-01-31 22:07:01 UTC,FG,16,Department of the Interior,9/21/2021,,,,,NEMA1450,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,North Cascades National Park,,,LD,FALSE
ELEC,NPS PWR NOCA-New Halem Visitor Center,,,Marblemount,WA,98267,,,E,,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,48.666724,-121.264849,1/10/2024,197032,2024-01-31 22:07:01 UTC,FG,16,Department of the Interior,9/21/2021,,,,,NEMA1450,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,North Cascades National Park,,,LD,FALSE
ELEC,NPS PWR NOCA-Stehkin Golden West VC,,,Marblemount,WA,98267,,,E,,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,48.666724,-121.264849,1/10/2024,197033,2024-01-31 22:07:01 UTC,FG,16,Department of the Interior,9/21/2021,,,,,NEMA1450,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,North Cascades National Park,,,LD,FALSE
ELEC,MCC CHARGERS CPE250-1,1404 5th St,,Marysville,WA,98270,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.052642,-122.178325,4/9/2024,238844,2024-04-09 05:46:13 UTC,,,,12/28/2022,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Seattle Premium Outlets,10600 Quil Ceda Blvd.,,Tulalip,WA,98271,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,48.09546,-122.1869,4/9/2024,124683,2024-04-09 08:09:15 UTC,,,,6/25/2019,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,KOHL'S - CHPT 1017 MARYSVILLE,3713 116th St NE,,Marysville,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.1017,-122.181315,4/9/2024,182882,2024-04-09 03:15:04 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,LQ Maryville,11430 38th Drive Northeast,,Marysville,WA,98271,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,48.09885,-122.17922,4/9/2024,195546,2024-04-09 01:36:20 UTC,,,,2/26/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,FALSE
ELEC,NE STATION NE STATION,6221 31st Ave NE,,Marysville,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.052498,-122.189401,4/9/2024,213770,2024-04-09 05:13:53 UTC,,,,4/9/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,NE STATION NW STATION,6221 31st Ave NE,,Marysville,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.052641,-122.189422,4/9/2024,213775,2024-04-09 05:17:20 UTC,,,,4/9/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Seattle Premium Outlets,10600 Quil Ceda Blvd,,Quil Ceda Village,WA,98271,,877-455-3833,E,,Public,24 hours daily,,,,,,2,1,,eVgo Network,https://www.evgo.com/,GPS,48.09264,-122.1897,4/9/2024,228528,2024-04-09 00:45:17 UTC,,,,3/7/2018,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DONNA'S STATION 1,3104 116th St NE,,Tulalip Bay,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.099457,-122.188461,4/9/2024,310494,2024-04-09 06:17:27 UTC,,,,9/12/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DONNA'S STATION 2,3104 116th St NE,,Tulalip Bay,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.099457,-122.188418,4/9/2024,310495,2024-04-09 06:17:27 UTC,,,,9/12/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DONNA'S STATION 4,3104 116th St NE,,Tulalip Bay,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.099464,-122.188429,4/9/2024,310497,2024-04-09 06:17:27 UTC,,,,9/12/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DC CORRIDOR TARGET MV DC2,16822 Twin Lakes Ave,,Marysville,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.149745,-122.190394,4/9/2024,314726,2024-04-09 06:32:23 UTC,,,,10/21/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DC CORRIDOR TARGET MV DC1,16822 Twin Lakes Ave,,Marysville,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.149743,-122.190468,4/9/2024,314727,2024-04-09 06:32:24 UTC,,,,10/21/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Seattle Premium Outlets - Tesla Supercharger,10600 Quil Ceda Blvd,,Tulalip,WA,98271,,877-798-3752,E,,Public - Credit card at all times,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,48.095571,-122.188473,1/9/2024,322835,2024-01-31 22:07:01 UTC,P,,,12/14/2023,,,,,TESLA,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_MALL,,,,,,,$0.33 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,HoneyBadger Charging,4070 116th St NE,,Marysville,WA,98271,,877-836-0242,E,,Public,Available 24 hours daily,ACCOUNT_BALANCE,,,,,2,,,HONEY_BADGER,https://www.badgercharging.ca,200-8,48.09971,-122.17739,3/14/2024,328339,2024-03-14 18:02:10 UTC,P,,,1/15/2024,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,$0.28 per hour,,,,,,,,,,FALSE,,,,,,,,,FALSE
ELEC,Kendall of Subaru,16115 Smokey Point Boulevard,,Marysville,WA,98271,,888-998-2546,E,,Public,24 hours daily,,,,,,4,1,,Blink Network,http://www.blinkcharging.com/,GPS,48.142914,-122.18315,4/9/2024,328790,2024-04-09 01:17:04 UTC,,,,2/20/2024,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
